canonical_smiles,pchembl_value,assay_description,standard_type,standard_value,standard_units,standard_relation,assay_chembl_id,assay_type,molecule_chembl_id,target_organism,target_chembl_id,document_chembl_id
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,8.70,"Time-Resolved Fluorescence Assay: The following assay may be used to determine the activity of the compounds of the invention for inhibiting EGFR kinase activity. The half maximal inhibitory concentration IC50 (the concentration of the tested compound showing 50% inhibition of the enzyme activity) of each compound was determined by incubating several different concentrations of the tested compounds with a specific enzyme and substrate. EGFR kinase used in this assay is a human-derived recombinant protein (Cell signaling technology, #7908), which was reacted with peptide substrate and different concentrations of tested compounds in a buffer solution containing 60 mM HEPES (pH7.5), 5 mM MgCl2, 5 mM MnCl2, 3 μM Na3VO4, 1.25 M DTT (1000×) and 20 μM ATP at 25° C., for 45 minutes. The EGFR kinase activity was determined by using a Time-Resolved fluorescence method.",IC50,2.0,nM,=,CHEMBL3888517,B,CHEMBL3647423,Homo sapiens,CHEMBL203,CHEMBL3886744
C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,8.92,Inhibition of N-terminal DYKDDDD-tagged EGFR (669 to 1210 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA,IC50,1.2,nM,=,CHEMBL4843876,B,CHEMBL3647964,Homo sapiens,CHEMBL203,CHEMBL4842353
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,7.69,"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",IC50,20.6,nM,=,CHEMBL3887533,B,CHEMBL3647967,Homo sapiens,CHEMBL203,CHEMBL3886356
CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.31,"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",IC50,48.8,nM,=,CHEMBL3887533,B,CHEMBL3647970,Homo sapiens,CHEMBL203,CHEMBL3886356
C=CC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,7.21,"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",IC50,60.9,nM,=,CHEMBL3887533,B,CHEMBL3647973,Homo sapiens,CHEMBL203,CHEMBL3886356
Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1,6.02,Inhibition of HER1 (unknown origin),IC50,960.0,nM,=,CHEMBL4716851,B,CHEMBL3651854,Homo sapiens,CHEMBL203,CHEMBL4715698
O=C(/C=C/CN1CCCOCC1)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655336,Homo sapiens,CHEMBL203,CHEMBL3638553
O=C(/C=C/CN1C2CCC1CC2)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,8.96,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.1,nM,=,CHEMBL3705330,B,CHEMBL3655337,Homo sapiens,CHEMBL203,CHEMBL3638553
CC(C)(CN1CCOCC1)NC/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655338,Homo sapiens,CHEMBL203,CHEMBL3638553
O=C(/C=C/[C@@H]1CCCN1)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,8.70,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,2.0,nM,=,CHEMBL3705330,B,CHEMBL3655339,Homo sapiens,CHEMBL203,CHEMBL3638553
CN1CCC[C@H]1/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655340,Homo sapiens,CHEMBL203,CHEMBL3638553
COCCN(C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1)CCOC,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655341,Homo sapiens,CHEMBL203,CHEMBL3638553
CN(C)C(=O)N1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(Nc5ccc(F)c(Cl)c5)c34)C2)CC1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655342,Homo sapiens,CHEMBL203,CHEMBL3638553
CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2C1,7.92,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,12.0,nM,=,CHEMBL3705330,B,CHEMBL3655343,Homo sapiens,CHEMBL203,CHEMBL3638553
CC(C)N(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.85,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.4,nM,=,CHEMBL3705330,B,CHEMBL3655344,Homo sapiens,CHEMBL203,CHEMBL3638553
CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2C1,8.30,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,5.0,nM,=,CHEMBL3705330,B,CHEMBL3655345,Homo sapiens,CHEMBL203,CHEMBL3638553
CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3c2C1,7.72,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,19.0,nM,=,CHEMBL3705330,B,CHEMBL3655346,Homo sapiens,CHEMBL203,CHEMBL3638553
CC(C)N(C)C/C=C/C(=O)N1CCc2c(oc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655347,Homo sapiens,CHEMBL203,CHEMBL3638553
CN(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c23)C1,8.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,10.0,nM,=,CHEMBL3705330,B,CHEMBL3655348,Homo sapiens,CHEMBL203,CHEMBL3638553
O=C(/C=C/CNC12CC3CC(CC(C3)C1)C2)N1CCc2c(sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655349,Homo sapiens,CHEMBL203,CHEMBL3638553
CC(C)C(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4cc(O)cc(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655350,Homo sapiens,CHEMBL203,CHEMBL3638553
CN(C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4cc(O)c(Cl)c(Cl)c4)c23)C1)C(C)(C)C,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655351,Homo sapiens,CHEMBL203,CHEMBL3638553
CC(C)N(C)C/C=C/C(=O)N1CCc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.04,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,9.2,nM,=,CHEMBL3705330,B,CHEMBL3639542,Homo sapiens,CHEMBL203,CHEMBL3638553
O=C(/C=C/CN1CCCOCC1)N1CCCc2c(sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c23)C1,9.00,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,1.0,nM,=,CHEMBL3705330,B,CHEMBL3655352,Homo sapiens,CHEMBL203,CHEMBL3638553
N#Cc1cnc2sc3c(c2c1Nc1ccc(Cl)c(Cl)c1)CCN(C(=O)/C=C/CN1CCCOCC1)C3,8.37,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,4.3,nM,=,CHEMBL3705330,B,CHEMBL3655353,Homo sapiens,CHEMBL203,CHEMBL3638553
CC(C)N(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,8.19,Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.,IC50,6.4,nM,=,CHEMBL3705330,B,CHEMBL3655354,Homo sapiens,CHEMBL203,CHEMBL3638553
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1,8.89,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.3,nM,=,CHEMBL3705896,B,CHEMBL3663921,Homo sapiens,CHEMBL203,CHEMBL3638445
CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1Oc1cccc(NC(=O)/C=C/CN(C)C)c1,8.85,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.4,nM,=,CHEMBL3705896,B,CHEMBL3663922,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1C,8.96,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.1,nM,=,CHEMBL3705896,B,CHEMBL3663923,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2C(C)C)c1,8.82,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.5,nM,=,CHEMBL3705896,B,CHEMBL3663924,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(C)c3)c(C(N)=O)nc2CC)CC1,8.96,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.1,nM,=,CHEMBL3705896,B,CHEMBL3663925,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2cnc(C(N)=O)c(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,9.04,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,0.92,nM,=,CHEMBL3705896,B,CHEMBL3663926,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(N4CCN(C)CC4)c3)c(C(N)=O)nc2CC)c1,8.92,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.2,nM,=,CHEMBL3705896,B,CHEMBL3663927,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC)CC4)cc3)c(C(N)=O)nc2CC)c1,9.18,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,0.66,nM,=,CHEMBL3705896,B,CHEMBL3663928,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,8.77,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.7,nM,=,CHEMBL3705896,B,CHEMBL3663929,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(C4CCN(C)CC4)c3)c(C(N)=O)nc2C(C)C)c1,8.89,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.3,nM,=,CHEMBL3705896,B,CHEMBL3663930,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)[C@@H](C)C4)cc3)c(C(N)=O)nc2CC)c1,8.92,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.2,nM,=,CHEMBL3705896,B,CHEMBL3663931,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)[C@H](C)C4)cc3)c(C(N)=O)nc2CC)c1,9.25,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,0.56,nM,=,CHEMBL3705896,B,CHEMBL3663932,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)CC1,8.89,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.3,nM,=,CHEMBL3705896,B,CHEMBL3663933,Homo sapiens,CHEMBL203,CHEMBL3638445
CCC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)C1,8.92,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.2,nM,=,CHEMBL3705896,B,CHEMBL3663934,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,8.89,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.3,nM,=,CHEMBL3705896,B,CHEMBL3663935,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(C)c3)c(C(N)=O)nc2CC)C1,8.92,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.2,nM,=,CHEMBL3705896,B,CHEMBL3663936,Homo sapiens,CHEMBL203,CHEMBL3638445
C=CC(=O)Nc1ccc(F)c(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1,8.82,"Inhibition Assay: The phosphorylation activity on the peptide substrate of EGFR was investigated using LabChip (trademark) Systems (Caliper Life Sciences, Inc.). For the enzyme, EGFR [T790M/L858R] (Carna Biosciences, Inc.) was used. The test compound was added to a reaction liquid containing the enzyme protein to give 8 stages of final concentrations ranging from 300 nM to 0.1 nM, followed by incubation for 2 hours. Then, the substrate and the ATP solution were added thereto, followed by reaction for 1 hour. An ATP concentration of 1000 uM was used. A reaction liquid containing the enzyme protein but no test compound (in which the DMSO alone was added as a solvent at 0.4% in place of the test compound) was prepared, followed by reaction in the same manner with or without ATP addition.",IC50,1.5,nM,=,CHEMBL3705896,B,CHEMBL3663937,Homo sapiens,CHEMBL203,CHEMBL3638445
O=S(=O)(NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(F)(F)F,7.49,"In Vitro Kinase Assay: In vitro kinase analysis was performed by using HTScan EGF Receptor Kinase Assay Kit (#7909) and HTScan HER2/ErbB2 Kinase Assay Kit (#7058) from Cell Signaling Technology Company. Operation steps refer to the specification of the used kits, and the method was used to measure the inhibition effects of the compound to be tested on substrate peptide phosphorylation of EGFR or Her2 receptor tyrosine kinase. At room temperature, ATP and substrate peptide as well as the compound to be tested were incubated in kinase reaction buffer, after a period of incubation, a stop buffer was added to terminate the reaction and the sample was transferred to a streptavidin-coated 96-well plate, the plate was washed and the phosphorylation level of substrate peptide was detected by using HRP-marked antibody against substrate phosphorylation, colorated with TMB, terminated the reaction with 2M sulfuric acid. Absorption at 450 nm wavelength was detected, and IC50 value (μM) was calculated.",IC50,32.4,nM,=,CHEMBL3705522,B,CHEMBL3666714,Homo sapiens,CHEMBL203,CHEMBL3638441
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(C)=O)CC1,8.52,"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.",IC50,3.0,nM,=,CHEMBL3705421,B,CHEMBL3671475,Homo sapiens,CHEMBL203,CHEMBL3638799
